省份,年份,招生代码,大学名称,专业代码,专业名称,科类,批次,最低分,平均分,最高分,最低位次,录取人数
福建,2018,4061,泉州轻工职业学院,13,会计,文科,高职专科,332,350,407,-,39
福建,2018,4061,泉州轻工职业学院,14,连锁经营管理,文科,高职专科,338,365,392,-,5
福建,2018,4061,泉州轻工职业学院,15,电子商务,文科,高职专科,332,351,397,-,17
福建,2018,4061,泉州轻工职业学院,16,物流管理,文科,高职专科,332,352,409,-,5
福建,2018,4061,泉州轻工职业学院,18,西餐工艺,文科,高职专科,332,355,389,-,8
福建,2018,4061,泉州轻工职业学院,19,广告设计与制作,文科,高职专科,332,349,388,-,15
福建,2018,4061,泉州轻工职业学院,20,服装与服饰设计,文科,高职专科,333,355,443,-,14
福建,2018,4061,泉州轻工职业学院,21,游戏设计,文科,高职专科,348,366,377,-,3
福建,2018,4061,泉州轻工职业学院,22,体育运营与管理,文科,高职专科,337,337,337,-,1
福建,2018,4083,厦门演艺职业学院,01,空中乘务,理科,高职专科,261,278,286,121320,5
福建,2018,4083,厦门演艺职业学院,02,财务管理,理科,高职专科,260,260,260,121492,1
福建,2018,4083,厦门演艺职业学院,03,电子商务,理科,高职专科,241,289,359,-,5
福建,2018,4083,厦门演艺职业学院,01,空中乘务,文科,高职专科,337,347,356,-,2
福建,2018,4083,厦门演艺职业学院,02,财务管理,文科,高职专科,389,389,389,44400,1
福建,2018,4083,厦门演艺职业学院,03,电子商务,文科,高职专科,367,369,371,49798,3
福建,2018,4004,福建电力职业技术学院,01,电力技术类(含发电厂及电力系统(供用电设备施工与运维方向)、高压输配电线路施工运行与维护),理科,高职专科,238,305,389,-,114
福建,2018,4004,福建电力职业技术学院,02,供用电技术(全能型供电所方向),理科,高职专科,248,301,359,-,73
福建,2018,4004,福建电力职业技术学院,03,电力系统自动化技术(配电运维与居配工程方向),理科,高职专科,324,346,388,104618,29
福建,2018,4004,福建电力职业技术学院,04,电厂热能动力装置(含新能源方向),理科,高职专科,242,288,365,-,27
福建,2018,4004,福建电力职业技术学院,01,电力技术类(含发电厂及电力系统(供用电设备施工与运维方向)、高压输配电线路施工运行与维护专业),文科,高职专科,346,394,438,-,30
福建,2018,4004,福建电力职业技术学院,02,供用电技术(全能型供电所方向),文科,高职专科,350,379,421,-,20
福建,2018,4004,福建电力职业技术学院,03,电力系统自动化技术(配电运维与居配工程方向),文科,高职专科,402,419,443,41136,9
福建,2018,4004,福建电力职业技术学院,04,电厂热能动力装置(含新能源方向),文科,高职专科,349,380,412,-,6
福建,2018,4005,福建电力职业技术学院(中外合作),01,电力技术类(电力系统自动化技术)(中外合作),理科,高职专科,270,297,317,119508,7
福建,2018,4005,福建电力职业技术学院(中外合作),01,电力技术类(电力系统自动化技术)(中外合作),文科,高职专科,377,392,406,47391,2
福建,2018,4085,漳州科技职业学院,01,建筑工程技术,理科,高职专科,269,308,365,119706,26
福建,2018,4085,漳州科技职业学院,02,建设工程管理,理科,高职专科,250,266,367,-,22
福建,2018,4085,漳州科技职业学院,03,工程造价,理科,高职专科,285,314,365,116126,23
福建,2018,4085,漳州科技职业学院,04,建设工程监理,理科,高职专科,246,257,276,-,12
福建,2018,4085,漳州科技职业学院,05,市政工程技术,理科,高职专科,244,250,283,-,12
福建,2018,4085,漳州科技职业学院,06,食品加工技术,理科,高职专科,248,262,330,-,9
福建,2018,4085,漳州科技职业学院,07,食品加工技术(西点饮品制作应用与管理方向),理科,高职专科,275,296,341,118417,12
福建,2018,4085,漳州科技职业学院,08,食品质量与安全,理科,高职专科,241,270,381,-,18
福建,2018,4085,漳州科技职业学院,09,食品营养与检测,理科,高职专科,241,257,296,-,16
福建,2018,4085,漳州科技职业学院,10,化妆品经营与管理(形象设计方向),理科,高职专科,241,264,333,-,15
福建,2018,4085,漳州科技职业学院,11,高速铁路客运乘务,理科,高职专科,259,289,356,121668,17
福建,2018,4085,漳州科技职业学院,12,投资与理财,理科,高职专科,260,272,311,121492,11
福建,2018,4085,漳州科技职业学院,13,财务管理,理科,高职专科,288,320,373,115356,16
福建,2018,4085,漳州科技职业学院,14,会计,理科,高职专科,286,305,333,115857,25
福建,2018,4085,漳州科技职业学院,15,国际经济与贸易,理科,高职专科,269,299,345,119706,13
福建,2018,4085,漳州科技职业学院,16,连锁经营管理,理科,高职专科,266,286,318,120331,13
福建,2018,4085,漳州科技职业学院,17,市场营销,理科,高职专科,279,317,361,117547,25
福建,2018,4085,漳州科技职业学院,18,茶艺与茶叶营销,理科,高职专科,239,255,320,-,15
福建,2018,4085,漳州科技职业学院,19,电子商务,理科,高职专科,280,298,318,117301,17
福建,2018,4085,漳州科技职业学院,20,网络营销,理科,高职专科,262,277,332,121127,13
福建,2018,4085,漳州科技职业学院,21,物流管理,理科,高职专科,266,290,335,120331,17
福建,2018,4085,漳州科技职业学院,22,旅游管理,理科,高职专科,251,273,341,-,35
福建,2018,4085,漳州科技职业学院,23,艺术设计(广告传媒设计方向),理科,高职专科,293,318,357,114030,9
福建,2018,4085,漳州科技职业学院,24,数字媒体艺术设计(VR方向),理科,高职专科,282,309,364,116887,20
福建,2018,4085,漳州科技职业学院,25,数字媒体艺术设计(交互设计方向),理科,高职专科,280,307,369,117301,18
福建,2018,4085,漳州科技职业学院,26,数字媒体艺术设计(网络技术与动画方向),理科,高职专科,292,315,358,114299,17
福建,2018,4085,漳州科技职业学院,27,产品艺术设计,理科,高职专科,266,276,290,120331,12
福建,2018,4085,漳州科技职业学院,28,产品艺术设计(陶瓷产品方向),理科,高职专科,247,257,314,-,19
福建,2018,4085,漳州科技职业学院,29,室内艺术设计,理科,高职专科,319,335,377,106272,13
福建,2018,4085,漳州科技职业学院,30,环境艺术设计,理科,高职专科,270,289,320,119508,12
福建,2018,4085,漳州科技职业学院,31,摄影与摄像艺术(电商服务方向),理科,高职专科,268,300,338,119926,9
福建,2018,4085,漳州科技职业学院,32,文化创意与策划(茶文化方向),理科,高职专科,238,265,331,-,12
福建,2018,4085,漳州科技职业学院,33,商务英语,理科,高职专科,303,325,373,111263,17
福建,2018,4085,漳州科技职业学院,01,建筑工程技术,文科,高职专科,399,399,399,41900,1
福建,2018,4085,漳州科技职业学院,02,建设工程管理,文科,高职专科,392,392,392,43662,1
福建,2018,4085,漳州科技职业学院,03,工程造价,文科,高职专科,350,367,396,-,8
福建,2018,4085,漳州科技职业学院,05,市政工程技术,文科,高职专科,371,371,371,48855,1
福建,2018,4085,漳州科技职业学院,07,食品加工技术(西点饮品制作应用与管理方向),文科,高职专科,362,374,402,50966,4
福建,2018,4085,漳州科技职业学院,09,食品营养与检测,文科,高职专科,346,355,381,-,6
福建,2018,4085,漳州科技职业学院,10,化妆品经营与管理(形象设计方向),文科,高职专科,368,394,430,49563,4
福建,2018,4085,漳州科技职业学院,11,高速铁路客运乘务,文科,高职专科,346,374,397,-,11
福建,2018,4085,漳州科技职业学院,13,财务管理,文科,高职专科,352,366,400,-,17
福建,2018,4085,漳州科技职业学院,14,会计,文科,高职专科,367,387,423,49798,10
福建,2018,4085,漳州科技职业学院,15,国际经济与贸易,文科,高职专科,366,376,382,50008,3
福建,2018,4085,漳州科技职业学院,16,连锁经营管理,文科,高职专科,350,359,367,-,7
福建,2018,4085,漳州科技职业学院,17,市场营销,文科,高职专科,373,390,438,48378,10
福建,2018,4085,漳州科技职业学院,18,茶艺与茶叶营销,文科,高职专科,363,383,401,50751,3
福建,2018,4085,漳州科技职业学院,19,电子商务,文科,高职专科,356,373,392,-,10
福建,2018,4085,漳州科技职业学院,20,网络营销,文科,高职专科,347,351,353,-,4
福建,2018,4085,漳州科技职业学院,21,物流管理,文科,高职专科,348,365,400,-,8
福建,2018,4085,漳州科技职业学院,22,旅游管理,文科,高职专科,351,361,382,-,7
福建,2018,4085,漳州科技职业学院,23,艺术设计(广告传媒设计方向),文科,高职专科,353,365,390,-,6
福建,2018,4085,漳州科技职业学院,24,数字媒体艺术设计(VR方向),文科,高职专科,422,422,422,36009,1
福建,2018,4085,漳州科技职业学院,26,数字媒体艺术设计(网络技术与动画方向),文科,高职专科,351,374,411,-,11
福建,2018,4085,漳州科技职业学院,29,室内艺术设计,文科,高职专科,382,399,426,46191,7
福建,2018,4085,漳州科技职业学院,30,环境艺术设计,文科,高职专科,349,357,362,-,5
福建,2018,4085,漳州科技职业学院,32,文化创意与策划(茶文化方向),文科,高职专科,368,380,392,49563,2
福建,2018,4085,漳州科技职业学院,33,商务英语,文科,高职专科,386,395,414,45164,8
福建,2018,4086,漳州科技职业学院(艰苦紧缺专业),01,茶树栽培与茶叶加工(茶叶加工与营销方向),理科,高职专科,231,242,366,-,27
福建,2018,4086,漳州科技职业学院(艰苦紧缺专业),02,茶树栽培与茶叶加工(茶叶审评与质量管理方向),理科,高职专科,223,230,264,-,26
福建,2018,4086,漳州科技职业学院(艰苦紧缺专业),01,茶树栽培与茶叶加工(茶叶加工与营销方向),文科,高职专科,342,347,403,-,21
福建,2018,4086,漳州科技职业学院(艰苦紧缺专业),02,茶树栽培与茶叶加工(茶叶审评与质量管理方向),文科,高职专科,337,340,342,-,16
福建,2018,8152,江苏商贸职业学院,01,计算机网络技术,理科,高职专科,320,320,320,105945,1
福建,2018,8152,江苏商贸职业学院,02,动漫制作技术,理科,高职专科,330,339,348,102553,2
福建,2018,8152,江苏商贸职业学院,03,金融管理,理科,高职专科,316,332,348,107249,2
福建,2018,8152,江苏商贸职业学院,04,会计,理科,高职专科,317,323,329,106927,2
福建,2018,8152,江苏商贸职业学院,05,市场营销,理科,高职专科,307,307,307,110097,2
福建,2018,8152,江苏商贸职业学院,06,电子商务,理科,高职专科,310,313,316,109183,2
福建,2018,8152,江苏商贸职业学院,02,动漫制作技术,文科,高职专科,372,372,372,48621,1
福建,2018,8152,江苏商贸职业学院,03,金融管理,文科,高职专科,432,438,444,33348,2
福建,2018,8152,江苏商贸职业学院,04,会计,文科,高职专科,410,417,423,39108,2
福建,2018,8152,江苏商贸职业学院,05,市场营销,文科,高职专科,407,407,407,39855,1
福建,2018,8277,苏州高博软件技术职业学院,03,大数据技术与应用,理科,高职专科,282,282,282,116887,1
福建,2018,4006,福建华南女子职业学院,01,建筑室内设计,理科,高职专科,228,277,346,-,34
福建,2018,4006,福建华南女子职业学院,02,工程造价,理科,高职专科,229,281,351,-,15
福建,2018,4006,福建华南女子职业学院,03,食品营养与卫生,理科,高职专科,250,289,361,-,3
福建,2018,4006,福建华南女子职业学院,04,食品营养与检测,理科,高职专科,239,263,289,-,6
福建,2018,4006,福建华南女子职业学院,05,空中乘务,理科,高职专科,273,294,317,118874,10
福建,2018,4006,福建华南女子职业学院,06,会计,理科,高职专科,232,278,360,-,84
福建,2018,4006,福建华南女子职业学院,07,国际经济与贸易,理科,高职专科,229,260,311,-,9
福建,2018,4006,福建华南女子职业学院,08,旅游管理,理科,高职专科,245,258,267,-,5
福建,2018,4006,福建华南女子职业学院,09,酒店管理,理科,高职专科,234,254,291,-,12
福建,2018,4006,福建华南女子职业学院,10,会展策划与管理,理科,高职专科,241,259,273,-,6
福建,2018,4006,福建华南女子职业学院,11,艺术设计(含形象设计、平面设计方向),理科,高职专科,233,271,317,-,7
福建,2018,4006,福建华南女子职业学院,12,服装与服饰设计,理科,高职专科,256,299,373,-,9
福建,2018,4006,福建华南女子职业学院,13,人物形象设计,理科,高职专科,235,285,327,-,4
福建,2018,4006,福建华南女子职业学院,14,学前教育,理科,高职专科,295,317,368,113519,135
福建,2018,4006,福建华南女子职业学院,15,商务英语(跨境电商方向),理科,高职专科,232,285,353,-,24
福建,2018,4006,福建华南女子职业学院,16,应用英语(少儿英语方向),理科,高职专科,232,289,353,-,33
福建,2018,4006,福建华南女子职业学院,17,公共事务管理(文秘与公关方向),理科,高职专科,228,247,265,-,3
福建,2018,4006,福建华南女子职业学院,01,建筑室内设计,文科,高职专科,334,350,394,-,27
福建,2018,4006,福建华南女子职业学院,02,工程造价,文科,高职专科,332,342,354,-,10
福建,2018,4006,福建华南女子职业学院,03,食品营养与卫生,文科,高职专科,333,336,340,-,3
福建,2018,4006,福建华南女子职业学院,04,食品营养与检测,文科,高职专科,333,346,363,-,6
福建,2018,4006,福建华南女子职业学院,05,空中乘务,文科,高职专科,332,354,406,-,14
福建,2018,4006,福建华南女子职业学院,06,会计,文科,高职专科,336,363,420,-,64
福建,2018,4006,福建华南女子职业学院,07,国际经济与贸易,文科,高职专科,334,351,389,-,23
福建,2018,4006,福建华南女子职业学院,08,旅游管理,文科,高职专科,333,362,441,-,15
福建,2018,4006,福建华南女子职业学院,09,酒店管理,文科,高职专科,333,358,403,-,8
福建,2018,4006,福建华南女子职业学院,10,会展策划与管理,文科,高职专科,350,373,402,-,7
福建,2018,4006,福建华南女子职业学院,11,艺术设计(含形象设计、平面设计方向),文科,高职专科,335,360,385,-,6
福建,2018,4006,福建华南女子职业学院,12,服装与服饰设计,文科,高职专科,333,364,447,-,13
福建,2018,4006,福建华南女子职业学院,13,人物形象设计,文科,高职专科,333,367,422,-,11
福建,2018,4006,福建华南女子职业学院,14,学前教育,文科,高职专科,376,392,420,47630,90
福建,2018,4006,福建华南女子职业学院,15,商务英语(跨境电商方向),文科,高职专科,355,377,420,-,16
