省份,年份,招生代码,大学名称,专业代码,专业名称,科类,批次,最低分,平均分,最高分,最低位次,录取人数
福建,2018,5101,华中科技大学,06,机械类(含:机械设计制造及其自动化、工业工程、测控技术与仪器(精密类仪器)),理科,本一批,647,652,658,1006,3
福建,2018,5101,华中科技大学,07,材料类(含:材料科学与工程、材料成型及控制工程、功能材料、电子封装技术),理科,本一批,640,640,640,1365,4
福建,2018,5101,华中科技大学,08,能源动力类(含:能源与动力工程、新能源科学与工程、核工程与核技术),理科,本一批,640,642,645,1365,5
福建,2018,5101,华中科技大学,09,电气工程及其自动化,理科,本一批,652,653,655,783,3
福建,2018,5101,华中科技大学,10,电子信息类(含:电子信息工程、通信工程、电磁场与无线技术),理科,本一批,647,649,650,1006,4
福建,2018,5101,华中科技大学,11,电子信息类(含:光电信息科学与工程、集成电路设计与集成系统、电子科学与技术、微电子科学与工程),理科,本一批,649,649,650,913,5
福建,2018,5101,华中科技大学,12,自动化类(含:自动化、测控技术与仪器、物流管理(物流系统工程)),理科,本一批,646,647,647,1044,2
福建,2018,5101,华中科技大学,13,计算机类(含:计算机科学与技术、信息安全、物联网工程),理科,本一批,652,652,652,783,2
福建,2018,5101,华中科技大学,14,计算机科学与技术(计算机卓越计划实验班),理科,本一批,653,656,658,748,2
福建,2018,5101,华中科技大学,15,软件工程,理科,本一批,646,647,648,1044,3
福建,2018,5101,华中科技大学,16,土木类(含:土木工程、交通工程、工程管理、工程力学),理科,本一批,643,644,645,1202,2
福建,2018,5101,华中科技大学,17,海洋工程类(含:船舶与海洋工程、轮机工程),理科,本一批,643,644,644,1202,2
福建,2018,5101,华中科技大学,18,生物医学工程类(含:生物信息学、生物信息学(基地班)、生物医学工程),理科,本一批,643,644,645,1202,2
福建,2018,5101,华中科技大学,19,建筑类(含:建筑学、城乡规划、风景园林),理科,本一批,639,641,643,1441,2
福建,2018,5101,华中科技大学,20,临床医学(本硕博贯通培养),理科,本一批,641,645,649,1309,2
福建,2018,5101,华中科技大学,21,临床医学(六年制中德实验班),理科,本一批,640,643,646,1365,2
福建,2018,5101,华中科技大学,22,临床医学,理科,本一批,640,643,645,1365,2
福建,2018,5101,华中科技大学,23,预防医学,理科,本一批,638,641,643,1506,2
福建,2018,5101,华中科技大学,24,药学(创新实验班),理科,本一批,638,642,646,1506,2
福建,2018,5101,华中科技大学,25,法医学,理科,本一批,638,638,638,1506,2
福建,2018,5101,华中科技大学,26,医学实验技术(医学科学实验班),理科,本一批,639,643,646,1441,2
福建,2018,5101,华中科技大学,27,工商管理类(含:工商管理、市场营销、会计学(注册会计师)、财政学(税务)、财务管理),理科,本一批,638,640,642,1506,2
福建,2018,5101,华中科技大学,01,法学,文科,本一批,620,622,623,841,2
福建,2018,5101,华中科技大学,02,中国语言文学类(含:汉语言文学、汉语国际教育),文科,本一批,619,621,622,883,2
福建,2018,5101,华中科技大学,03,建筑类(含:建筑学、城乡规划、风景园林),文科,本一批,623,624,625,729,2
福建,2018,5101,华中科技大学,04,公共事业管理,文科,本一批,620,621,622,841,2
福建,2018,5185,天津大学,04,经济管理试验班(含:金融学、财务管理、电子商务、工商管理、工程管理、工业工程、物流工程(供应链与运营管理)、信息管理与信息系统、保密管理),理科,本一批,625,628,631,2437,10
福建,2018,5185,天津大学,05,工科试验班(电子科学技术类)(含:电子科学与技术(固体电子与微电子)、集成电路设计与集成系统),理科,本一批,626,628,632,2356,7
福建,2018,5185,天津大学,06,工科试验班(机械、航空与能源动力),理科,本一批,624,626,630,2535,12
福建,2018,5185,天津大学,07,工科试验班(精仪与光电信息类)(精仪与光电信息类),理科,本一批,625,628,634,2437,15
福建,2018,5185,天津大学,08,工科试验班(软件与网络安全类)(计算机、软件与网络安全类),理科,本一批,629,632,645,2126,12
福建,2018,5185,天津大学,09,工科试验班(新材料与加工技术类),理科,本一批,624,625,630,2535,7
福建,2018,5185,天津大学,10,理科试验班(含:应用物理学、应用化学),理科,本一批,625,628,632,2437,5
福建,2018,5185,天津大学,11,数学类(含:数学与应用数学),理科,本一批,629,629,629,2126,2
福建,2018,5185,天津大学,12,工业设计,理科,本一批,624,624,625,2535,3
福建,2018,5185,天津大学,13,电气工程及其自动化,理科,本一批,632,637,643,1899,3
福建,2018,5185,天津大学,14,电子信息工程,理科,本一批,628,628,628,2195,2
福建,2018,5185,天津大学,15,通信工程,理科,本一批,627,629,630,2273,2
福建,2018,5185,天津大学,16,光电信息科学与工程(天南大合办),理科,本一批,628,634,639,2195,2
福建,2018,5185,天津大学,17,自动化,理科,本一批,625,627,630,2437,3
福建,2018,5185,天津大学,18,物联网工程,理科,本一批,626,626,626,2356,1
福建,2018,5185,天津大学,19,建筑学,理科,本一批,639,645,651,1441,2
福建,2018,5185,天津大学,20,风景园林,理科,本一批,627,627,627,2273,1
福建,2018,5185,天津大学,21,智能医学工程,理科,本一批,625,626,627,2437,2
福建,2018,5185,天津大学,01,人文科学试验班(含:建筑学、城乡规划、金融学、财务管理、工商管理、汉语言文学、英语、教育学、法学),文科,本一批,625,626,629,652,10
福建,2018,5179,四川大学,01,经济学类,理科,本一批,624,628,631,2535,2
福建,2018,5179,四川大学,02,金融学类,理科,本一批,618,623,631,3039,3
福建,2018,5179,四川大学,03,物理学类,理科,本一批,616,616,616,3253,2
福建,2018,5179,四川大学,04,化学类(含:化学、应用化学、化学(基地班)),理科,本一批,613,615,617,3556,4
福建,2018,5179,四川大学,05,生物科学类(含:生物科学、生物科学(基地班)、生物科学(计算生物学)、生物技术、生态学、生物技术(基地班)),理科,本一批,616,620,622,3253,3
福建,2018,5179,四川大学,06,机械类(含:机械设计制造及其自动化、测控技术与仪器、材料成型及控制工程),理科,本一批,618,620,623,3039,5
福建,2018,5179,四川大学,07,工业设计,理科,本一批,616,618,620,3253,3
福建,2018,5179,四川大学,08,材料类,理科,本一批,610,617,620,3891,3
福建,2018,5179,四川大学,09,高分子材料与工程,理科,本一批,620,624,627,2870,3
福建,2018,5179,四川大学,10,电气工程及其自动化,理科,本一批,619,623,629,2958,4
福建,2018,5179,四川大学,11,电子信息类,理科,本一批,615,617,619,3351,8
福建,2018,5179,四川大学,12,自动化,理科,本一批,617,618,618,3135,2
福建,2018,5179,四川大学,13,计算机类,理科,本一批,625,628,632,2437,4
福建,2018,5179,四川大学,14,软件工程,理科,本一批,622,624,626,2696,4
福建,2018,5179,四川大学,15,网络空间安全,理科,本一批,620,622,626,2870,4
福建,2018,5179,四川大学,16,土木类(含:土木工程、给排水科学与工程、建筑环境与能源应用工程、工程造价),理科,本一批,610,612,614,3891,3
福建,2018,5179,四川大学,17,水利类,理科,本一批,611,615,618,3772,6
福建,2018,5179,四川大学,18,化工与制药类(含:化学工程与工艺、制药工程、生物工程),理科,本一批,610,613,618,3891,7
福建,2018,5179,四川大学,19,轻工类(含:轻化工程、食品科学与工程、纺织工程、生物工程(轻工生物)),理科,本一批,611,617,621,3772,3
福建,2018,5179,四川大学,20,环境科学与工程类(含:环境工程、环境科学),理科,本一批,611,613,615,3772,4
福建,2018,5179,四川大学,21,建筑类(含:建筑学、风景园林、城乡规划),理科,本一批,615,616,618,3351,3
福建,2018,5179,四川大学,22,临床医学,理科,本一批,628,641,653,2195,2
福建,2018,5179,四川大学,23,临床医学,理科,本一批,626,634,640,2356,4
福建,2018,5179,四川大学,24,口腔医学,理科,本一批,626,629,632,2356,4
福建,2018,5179,四川大学,25,预防医学,理科,本一批,615,617,619,3351,3
福建,2018,5179,四川大学,26,药学,理科,本一批,611,612,613,3772,4
福建,2018,5179,四川大学,27,法医学,理科,本一批,616,616,616,3253,2
福建,2018,5179,四川大学,28,医学技术类(含:医学检验技术、医学影像技术、眼视光学、康复治疗学),理科,本一批,616,619,624,3253,3
福建,2018,5179,四川大学,29,管理科学与工程类(含:工程管理、工业工程),理科,本一批,614,616,618,3456,2
福建,2018,5179,四川大学,30,工商管理类(含:工商管理、电子商务、市场营销、财务管理、人力资源管理),理科,本一批,625,625,625,2437,1
福建,2018,5179,四川大学,31,会计学,理科,本一批,631,635,639,1978,2
福建,2018,5179,四川大学,01,哲学,文科,本一批,621,622,623,808,2
福建,2018,5179,四川大学,02,经济学类(含:国际经济与贸易、经济学、国民经济管理、财政学),文科,本一批,623,624,625,729,3
福建,2018,5179,四川大学,03,历史学类(含:历史学、考古学、文物与博物馆学),文科,本一批,629,631,633,527,2
福建,2018,5179,四川大学,04,会计学,文科,本一批,624,626,627,692,2
福建,2018,5179,四川大学,05,公共管理类(含:行政管理、公共事业管理、劳动与社会保障、土地资源管理),文科,本一批,622,623,623,765,2
福建,2018,5179,四川大学,06,图书情报与档案管理类(含:档案学、信息资源管理),文科,本一批,621,622,622,808,3
福建,2018,5179,四川大学,07,旅游管理类(含:旅游管理、会展经济与管理),文科,本一批,621,622,622,808,2
福建,2018,5258,中南大学,01,金融学类(经济管理类),理科,本一批,616,619,621,3253,10
福建,2018,5258,中南大学,02,数学类(数学物理类),理科,本一批,615,618,621,3351,9
福建,2018,5258,中南大学,03,机械类(含:机械设计制造及其自动化、车辆工程、微电子科学与工程),理科,本一批,609,612,620,4023,20
福建,2018,5258,中南大学,04,材料类(冶金材料类),理科,本一批,609,611,619,4023,28
福建,2018,5258,中南大学,05,能源动力类(能源类),理科,本一批,609,610,611,4023,8
福建,2018,5258,中南大学,06,电子信息类(含:光电信息科学与工程、电子信息科学与技术),理科,本一批,613,616,618,3556,6
福建,2018,5258,中南大学,07,自动化类(自动化与电气类),理科,本一批,613,616,626,3556,33
福建,2018,5258,中南大学,08,计算机类(计算机信息类),理科,本一批,618,621,631,3039,18
福建,2018,5258,中南大学,09,软件工程,理科,本一批,614,615,617,3456,7
福建,2018,5258,中南大学,10,土木类(土木安全类),理科,本一批,608,611,617,4133,35
福建,2018,5258,中南大学,11,化工与制药类(化学生物环境类),理科,本一批,608,609,617,4133,9
福建,2018,5258,中南大学,12,交通运输类(含:交通运输、交通设备与控制工程、轨道交通信号与控制),理科,本一批,608,611,613,4133,15
福建,2018,5258,中南大学,13,航空航天类(含:航空航天工程、探测制导与控制技术),理科,本一批,609,611,613,4023,4
福建,2018,5258,中南大学,14,建筑类(建筑城规类),理科,本一批,608,609,610,4133,6
福建,2018,5258,中南大学,15,临床医学类(临床及口腔五年制医学类),理科,本一批,621,632,640,2779,14
福建,2018,5258,中南大学,16,临床医学(八年制),理科,本一批,645,650,653,1106,3
福建,2018,5258,中南大学,17,口腔医学(5+3医),理科,本一批,619,619,619,2958,2
福建,2018,5258,中南大学,18,公共卫生与预防医学类(非临床五年制医学类),理科,本一批,608,611,614,4133,4
福建,2018,5258,中南大学,19,医学技术类(医学四年类),理科,本一批,608,611,614,4133,5
福建,2018,5258,中南大学,01,金融学类(含:国际经济与贸易、金融学、信息管理与信息系统、电子商务、工商管理、市场营销、财务管理、会计学、行政管理、劳动与社会保障)(招考方向;经济管理类),文科,本一批,623,624,626,729,4
福建,2018,5258,中南大学,02,法学类(含:社会学、法学),文科,本一批,622,623,623,765,2
福建,2018,5258,中南大学,03,中国语言文学类(含:汉语言文学、数字出版、广播电视学),文科,本一批,618,619,623,924,6
福建,2018,5258,中南大学,04,外国语言文学类(含:英语、法语、日语、西班牙语),文科,本一批,618,620,622,924,4
福建,2018,5243,中国科学技术大学,02,工科试验班,理科,本一批,665,665,665,371,1
福建,2018,5243,中国科学技术大学,03,工科试验班,理科,本一批,665,668,671,371,3
福建,2018,5243,中国科学技术大学,04,理科试验班类(含华罗庚数学科技英才班、严济慈物理科技英才班、卢嘉锡化学科技英才班、贝时璋生命科技英才班),理科,本一批,667,669,672,326,7
福建,2018,5243,中国科学技术大学,05,理科试验班类(教学改革试点班(00班)(含:数学类、物理学类、化学类、地球物理学类、生物科学类、材料类、电子信息类、计算机类、环境科学)),理科,本一批,668,673,680,302,3
福建,2018,5243,中国科学技术大学,06,数学类(含:数学与应用数学、信息与计算科学、统计学),理科,本一批,664,665,665,399,2
